Kategorie;Epoche;Schwierigkeit;Komponist;Titel;Besetzung;Verlag
Klavier Solo ;Romantik, Impressionismus;schwierig;Paderewski, Ignaz;Album per pianoforte;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ONT 0101972"
Klavier Solo ;Romantik, Impressionismus;schwierig;Palmgren, Selim;Mainacht op. 27,4;Klavier;Music Sales GS 28951
Klavier Solo ;Romantik, Impressionismus;schwierig;Pfitzner, Hans;Fünf Klavierstücke (1941) op. 47;Klavier;Oertel
Klavier Solo ;Romantik, Impressionismus;schwierig;Pfitzner, Hans;Sechs Studien op. 51;Klavier;Oertel
Klavier Solo ;Romantik, Impressionismus;schwierig;Rachmaninow, Sergej;8 beliebte Stücke;Klavier;Schott ED 517
Klavier Solo ;Romantik, Impressionismus;schwierig;Ravel, Maurice;Menuet antique (1895), Sérénade grotesque (1893), Pavane (1899);Klavier;Peters 10601
Klavier Solo ;Romantik, Impressionismus;schwierig;Ravel, Maurice;Pavane pour une Infante défunte (1899);Klavier;Peters 10601
Klavier Solo ;Romantik, Impressionismus;schwierig;Ravel, Maurice;Sérénade grotesque (1893);Klavier;Salabert EAS 17229/ES
Klavier Solo ;Romantik, Impressionismus;schwierig;Ravel, Maurice;Valses nobles et sentimentales (1911);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D  0101295"
Klavier Solo ;Romantik, Impressionismus;schwierig;Rebokov, Vladimir Ivanovitsch;Miscellaneous Short Pieces;Klavier;Peters ABRSM 277
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Aus meinem Tagebuch (Allegretto con grazia Nr. 1, Andantino Nr. 2 und Nr. 4) op. 82 Bd. 2;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101777"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Aus meinem Tagebuch (Arabeske, Humoreske) op. 82 Bd. 4;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock in BB 0101778"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Ausgewählte Klavierwerke I, II;Klavier;Breitkopf und Härtel 8466, 8467 (Hrsg: Roggenkamp)
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Ausgewählte Klavierwerke II;Klavier;Breitkopf und Härtel 8467 (Hrsg: Roggenkamp)
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Ausgewählte Werke;Klavier;Schott ED 7336
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Episoden. Acht Stücke für große und kleine Leute op. 115;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101783"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Fünf Humoresken op. 20;Klavier;Universal Edition 1173
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sechs Klavierstücke op. 24;Klavier;Peters 1226
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sechs Präludien und Fugen op. 99;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101782"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Silhouetten op. 53;Klavier;Universal Edition 1250
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sonatine Nr. 1 e-moll op. 89,1;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101824"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sonatine Nr. 2 D-Dur op. 89,2;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101779"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sonatine Nr. 3 F-dur op. 89,3;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101780"
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Sonatinen op. 89,1-4;Klavier;Henle 469 Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Träume am Kamin op. 43,1-12;Klavier;Peters 3992
Klavier Solo ;Romantik, Impressionismus;schwierig;Reger, Max;Zehn kleine Vortragsstücke op. 44;Klavier;Universal Edition 1219
Klavier Solo ;Romantik, Impressionismus;schwierig;Reinecke, Carl;Drei Sonatinen op. 47;Klavier;Breitkopf und Härtel 8137
Klavier Solo ;Romantik, Impressionismus;schwierig;Reinecke, Carl;Sechs Miniatur-Sonatinen op. 136;Klavier;Breitkopf und Härtel 8110
Klavier Solo ;Romantik, Impressionismus;schwierig;Reinecke, Carl;Weihnachtssonatine op. 251,3;Klavier;"Hug &amp; Co GH 9856"
Klavier Solo ;Romantik, Impressionismus;schwierig;Respighi, Ottorino;Alte Tänze und Arien. 1. Suite;Klavier;Ricordi NR 117515
Klavier Solo ;Romantik, Impressionismus;schwierig;Respighi, Ottorino;Notturno Piano;Klavier;Music Sales GS 28240
Klavier Solo ;Romantik, Impressionismus;schwierig;Respighi, Ottorino;Sonate f-moll;Klavier;Ricordi NR 134200
Klavier Solo ;Romantik, Impressionismus;schwierig;Reubke, Julius;Scherzo d-moll;Klavier;Schottub JS223
Klavier Solo ;Romantik, Impressionismus;schwierig;Rhené-Baton;Au Jardin de Rumengol op. 25,1-6;Klavier;Durand
Klavier Solo ;Romantik, Impressionismus;schwierig;Rhené-Baton;En Bretagne op. 13,1-6;Klavier;Durand
Klavier Solo ;Romantik, Impressionismus;schwierig;Rimskij-Korsakow, Nikolai Andrejevitsch;4 Morceaux op. 11;Klavier;Peters Bel 396
Klavier Solo ;Romantik, Impressionismus;schwierig;Rimskij-Korsakow, Nikolai Andrejevitsch;Variationen und Fuge über B-A-C-H op. 10;Klavier;Peters Bel 138
Klavier Solo ;Romantik, Impressionismus;schwierig;Roger-Ducasse, Jean-Jules;Six Préludes;Klavier;Durand
Klavier Solo ;Romantik, Impressionismus;schwierig;Roussel, Albert;Prélude et Fugue (BACH) op. 46;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101665"
Klavier Solo ;Romantik, Impressionismus;schwierig;Roussel, Albert;Rustiques op. 5;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0102167"
Klavier Solo ;Romantik, Impressionismus;schwierig;Roussel, Albert;Sonatine op. 16;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0102167"
Klavier Solo ;Romantik, Impressionismus;schwierig;Rubinstein, Anton;Valse-Caprice;Klavier;Century
Klavier Solo ;Romantik, Impressionismus;schwierig;Saint-Saens, Camille;Toccata fis-moll op. 72,3;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101535"
Klavier Solo ;Romantik, Impressionismus;schwierig;Saint-Saens, Camille;Valse langoureuse op. 120;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0102176"
Klavier Solo ;Romantik, Impressionismus;schwierig;Schmitt, Florent;Feuillets de voyage op. 26;Klavier;Durand 8763
Klavier Solo ;Romantik, Impressionismus;schwierig;Schmitt, Florent;Soirs. 10 Préludes (1890-1896) op. 5;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 102293"
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Impromptus op. 90 D 899;Klavier;Schott UT 50 055, HN 4
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Klaviersonaten I. Die frühen Sonaten;Klavier;Bärenreiter BA 5642
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Sonate A-Dur op. posth. 120 D 664;Klavier;Henle 157, sch ED 0664
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Sonate a-moll op. 42 D 845;Klavier;Hansen Wilhelm Edition 744, HN 156, sch ED 0655
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Sonate a-moll op. post 143 D 784;Klavier;Henle 623 Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Schubert, Franz;Vier Impromptus op. posth. 142 D 935;Klavier;Schott UT 50 056, HN 4
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Clara;Ausgewählte Klavierwerke;Klavier;Henle 393
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;ABEGG-Variationen op. 1;Klavier;Henle 87, pet 9501
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Fantasiestücke op. 12;Klavier;Henle 91, pet 9512, sch UT 50 038, Breitkopf und Härtel 8442
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Humoreske B-dur op. 20;Klavier;Universal Edition 529, pet 9514, HN 441
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Intermezzi op. 4;Klavier;Henle 204, pet 9507
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Papillons op. 2;Klavier;Heinrichhofens 561, Breitkopf und Härtel 8439
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Papillons op. 2;Klavier;Henle 105, pet 9506, sch ED 0770, sch UT 50 014
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Romanzen op. 28;Klavier;Henle 85, pet 2305, UE 531
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Sonate Nr. 2 g-moll op. 22;Klavier;Henle 331, pet 9509
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;"Sonate Nr. 3 ""Grande Sonate"" f-moll op. 12";Klavier;Peters 9519
Klavier Solo ;Romantik, Impressionismus;schwierig;Schumann, Robert;Waldszenen op. 82;Klavier;Breitkopf und Härtel 2691, HN 83, pet 2305, sch UT 50 066
Klavier Solo ;Romantik, Impressionismus;schwierig;Sibelius, Jean;Kyllikki (1904) op. 41;Klavier;Breitkopf und Härtel 8140
Klavier Solo ;Romantik, Impressionismus;schwierig;Sibelius, Jean;Landscape Op.114 No.1;Klavier;
Klavier Solo ;Romantik, Impressionismus;schwierig;Sibelius, Jean;Romanze Des-dur op. 24,9;Klavier;Breitkopf und Härtel 2330
Klavier Solo ;Romantik, Impressionismus;schwierig;Sibelius, Jean;Ten Pieces (1909) op. 58;Klavier;Breitkopf und Härtel 8155
Klavier Solo ;Romantik, Impressionismus;schwierig;Sibelius, Jean;Zwei Rondinos (1912) op. 68;Klavier;Universal Edition 3848, 3849
Klavier Solo ;Romantik, Impressionismus;schwierig;Sinding, Christian;Stimmung op. 103,5;Klavier;Breitkopf und Härtel 8117
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;"2 Impromptus op. 12; 2 Impromptus op. 14";Klavier;Peters Bel 150, 152
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;2 Impromptus à la Mazur op. 7;Klavier;Peters Bel 536
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;4 Préludes op. 37;Klavier;Peters Bel 371
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;6 Préludes op. 13;Klavier;Peters Bel 151
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;8 Etüden op. 42;Klavier;Peters Bel 358
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;Ausgewählte Stücke;Klavier;Schott ED 7523
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;Deux Poèmes op. 32;Klavier;Peters Bel 160
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;Klavierwerke IV;Klavier;Peters 9077d Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Skrjabin, Alexander;Valse op. 38;Klavier;Peters Bel 163
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Album Leaf Op.2 No.3;Klavier;
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Am Meeresufer op. 17;Klavier;Bärenreiter H 6305
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Bagatellen und Impromptus;Klavier;Bärenreiter H 6384, bär in H 7333
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Hochzeitsszenen (1849);Klavier;Bärenreiter H 320, bär in H 7215
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Konzertetüde C-dur;Klavier;Bärenreiter H 3650, bär in H 7233
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Rêves. Six morceaux caractéristiques (1874-1879);Klavier;Bärenreiter AP 342
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Skizzen op. 4 und 5;Klavier;Bärenreiter in H 7043
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Sonate (1846) g-moll;Klavier;Bärenreiter H 6629
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Stammbuchblätter op. 2 und 3;Klavier;Bärenreiter in H 7043
Klavier Solo ;Romantik, Impressionismus;schwierig;Smetana, Bedrich;Tschechische Tänze (1875, 1879);Klavier;Bärenreiter in H 7308
Klavier Solo ;Romantik, Impressionismus;schwierig;Strauss, Richard;Fünf Klavierstücke op. 3;Klavier;Universal Edition 1004
Klavier Solo ;Romantik, Impressionismus;schwierig;Strauss, Richard;Sonate h-moll op. 5;Klavier;Universal Edition 1006
Klavier Solo ;Romantik, Impressionismus;schwierig;Séverac, Déodat Joseph de;Piano-Album;Klavier;Salabert EAS 18933
Klavier Solo ;Romantik, Impressionismus;schwierig;Tausig, Carl;Exercises journaliers;Klavier;Lemoine Henry Editions P 1500
Klavier Solo ;Romantik, Impressionismus;schwierig;Tchaikovsky, Pyotr Ilyich;Octobre: Chante D'automne Op.37b No.10;Klavier;
Klavier Solo ;Romantik, Impressionismus;schwierig;Tschaikowsky, Peter Iljitsch;40 Pieces;Klavier;Shawnee Press WH 27275
Klavier Solo ;Romantik, Impressionismus;schwierig;Tschaikowsky, Peter Iljitsch;Die Jahreszeiten op. 37b,1-12;Klavier;Editio Musica Budapest 7151, pet 8968 Urtext, HN 616 Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Weber, Carl Maria von;Aufforderung zum Tanz op. 65;Klavier;Peters in: 717b, Breitkopf und Härtel 2216, HN 414
Klavier Solo ;Romantik, Impressionismus;schwierig;Weber, Carl Maria von;Ausgewählte Klavierwerke;Klavier;Henle 414
Klavier Solo ;Romantik, Impressionismus;schwierig;Weber, Carl Maria von;Polacca brillante op. 72;Klavier;Schott ED 0795
Klavier Solo Sammelwerke;Avantgarde;schwierig;Sammelband;The Fitzwilliam Virginal-Book I und II;Klavier;Schott alf 6210685, alf 6120693
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Carnegie Hall Millennium Piano Book. 10 zeitgenössiche Klavierstücke;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0102652"
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Klavierstücke sowjetischer Komponisten III;Klavier;Breitkopf und Härtel BG 5723 (Hrsg: Reismann)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Le Groupe des Six. Album des Six;Klavier;Max Eschig 1961
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue brasilianische Klaviermusik II;Klavier;Breitkopf und Härtel BG 1069 (Hrsg: de Moura Ferreira)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue bulgarische Klaviermusik II;Klavier;Breitkopf und Härtel BG 508 (Hrsg: Daube)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue deutsche Klaviermusik II (BRD);Klavier;Breitkopf und Härtel BG 925 (Hrsg: Lück)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue deutsche Klaviermusik II (DDR);Klavier;Breitkopf und Härtel BG 927 (Hrsg: Jung)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue griechische Klaviermusik II;Klavier;Breitkopf und Härtel BG 591 (Hrsg: Becker)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue israelische Klaviermusik II;Klavier;Breitkopf und Härtel BG 1015 (Hrsg: Gradenwitz)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue jugoslawische Klaviermusik II;Klavier;Breitkopf und Härtel BG 552 (Hrsg: Lück)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue niederländische Klaviermusik II;Klavier;Breitkopf und Härtel BG 8288 (Hrsg: Hartsuiker)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue rumänische Klaviermusik II;Klavier;Breitkopf und Härtel BG 776 (Hrsg: Hrisanide)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue schweizerische Klaviermusik II;Klavier;Breitkopf und Härtel BG 899 (Hrsg: Dobler)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue skandinavische Klaviermusik II;Klavier;Breitkopf und Härtel BG 597 (Hrsg: Connor)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue sowjetische Klaviermusik II;Klavier;Breitkopf und Härtel BG 618 (Hrsg: Lück)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Neue tschechoslowakische Klaviermusik;Klavier;Breitkopf und Härtel BG 658 (Hrsg: Matejcek)
Klavier Solo Sammelwerke;Neue Musik;schwierig;Sammelband;Spectrum I, II;Klavier;Bärenreiter D 8717, 0847 (Hrsg: Myers)
Klavier vierhändig;Avantgarde;schwierig;Rihm, Wolfgang;Klavierstücke Nr. 3 op. 8 c;1 Klavier 4händig;Breitkopf und Härtel 8004
Klavier vierhändig;Avantgarde;schwierig;Schäffer, Boguslaw Julien;4 Hände / 1 Piano;1 Klavier 4händig;"Ahn &amp; Simrock 28 811"
Klavier vierhändig;Avantgarde;schwierig;Steffen, Wolfgang;Notturno;1 Klavier 4händig;"Ries &amp; Erler RE 10083"
Klavier vierhändig;Avantgarde;schwierig;Vieru, Anatol;The Birth of a Language;1 Klavier 4händig;Breitkopf und Härtel BG 1026
Klavier vierhändig;Klassik;schwierig;Beethoven, Ludwig van;Pieces for Piano Duet;1 Klavier 4händig;Editio Musica Budapest 13530 (Hrsg: Kováts)
Klavier vierhändig;Klassik;schwierig;Mozart, Wolfgang Amadeus;Sämtliche Kompositionen für Klavier zu vier Händen;1 Klavier 4händig;Editio Musica Budapest 13590 (Hrsg: Kováts)
Klavier vierhändig;Neue Musik;schwierig;Bennett, Richard Rodney;Capriccio;1 Klavier 4händig;Universal Edition 14645 K
Klavier vierhändig;Neue Musik;schwierig;Borris, Siegfried;Rhapsodie op. 104;1 Klavier 4händig;Heinrichhofens 8668
Klavier vierhändig;Neue Musik;schwierig;Bose, Hans-Jürgen von;Origami. Zwei Episoden (1991);1 Klavier 4händig;Schott ED 7963
Klavier vierhändig;Neue Musik;schwierig;Deutschmann, Gerhard;Concertino DWV 62;1 Klavier 4händig;Haas ISMN M-50000-784-5
Klavier vierhändig;Neue Musik;schwierig;Durey, Louis;Carillons op. 7,1;1 Klavier 4händig;Max Eschig 57
Klavier vierhändig;Neue Musik;schwierig;Gál, Hans;Drei Marionetten op. 74;1 Klavier 4händig;Benjamin Anton Musikverlage EE 3166
Klavier vierhändig;Neue Musik;schwierig;Hessenberg, Kurt;Partita capricciosa op. 91;1 Klavier 4händig;Breitkopf und Härtel BG 1027
Klavier vierhändig;Neue Musik;schwierig;Hessenberg, Kurt;Sonate c-moll op. 34,1;1 Klavier 4händig;Schott ED 1404
Klavier vierhändig;Neue Musik;schwierig;Hindemith, Paul;Drei wunderschöne Mädchen im Schwarzwald op. 6;1 Klavier 4händig;Schott ED 8060
Klavier vierhändig;Neue Musik;schwierig;Ibert, Jacques;Escales;1 Klavier 4händig;Leduc AL 16723
Klavier vierhändig;Neue Musik;schwierig;Keller, Christoph J.;Impressionen. 8 Stücke (1994/1995);1 Klavier 4händig;Noetzel Edition N 3902
Klavier vierhändig;Neue Musik;schwierig;Marx, Karl;Sonatine E-dur op. 48,5;1 Klavier 4händig;Bärenreiter BA 1985
Klavier vierhändig;Neue Musik;schwierig;Sciortino, Patrice;3 Pièces;1 Klavier 4händig;Fuzeau EF 87209
Klavier vierhändig;Neue Musik;schwierig;Weiner, Leó;Elfenreigen;1 Klavier 4händig;Editio Musica Budapest 5297
Klavier vierhändig;Romantik, Impressionismus;schwierig;Brahms, Johannes;Souvenir de la Russie. Sechs Fantasien;1 Klavier 4händig;Bärenreiter BA 6554
Klavier vierhändig;Romantik, Impressionismus;schwierig;Brahms, Johannes;Ungarische Tänze 1-21;1 Klavier 4händig;Peters 2100 a, b (Hrsg: Georgii/Singer)
Klavier vierhändig;Romantik, Impressionismus;schwierig;Debussy, Claude;Six épigraphes antiques;1 Klavier 4händig;Peters 9158c (Hrsg: Klemm), HN 408 (Hrsg: Heinemann/Groethuysen)
Klavier vierhändig;Romantik, Impressionismus;schwierig;Glinka, Michael;Klavierwerk II;1 Klavier 4händig;Feja RHA4-2
Klavier vierhändig;Romantik, Impressionismus;schwierig;Indy, Vincent d';7 Chants de terroir;1 Klavier 4händig;Salabert RL 10986
Klavier vierhändig;Romantik, Impressionismus;schwierig;Liszt, Franz;Christmas Tree;1 Klavier 4händig;Editio Musica Budapest 13528 (Hrsg: Kováts)
Klavier vierhändig;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Andante mit Variationen B-Dur op. 83 a;1 Klavier 4händig;Peters in 1715
Klavier vierhändig;Romantik, Impressionismus;schwierig;Ravel, Maurice;Fanfare (de L'Eventail de Jeanne);1 Klavier 4händig;Leduc HE 333375
Klavier vierhändig;Romantik, Impressionismus;schwierig;Reger, Max;Sechs Stücke op. 94;1 Klavier 4händig;Peters 3111
Klavier vierhändig;Romantik, Impressionismus;schwierig;Reger, Max;Sechs Walzer op. 24;1 Klavier 4händig;Universal Edition 1175
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schubert, Franz;Acht Variationen über ein französisches Lied e-moll op. 10 D 624;1 Klavier 4händig;Henle in 94, pet in 155 a
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schubert, Franz;Divertissement über französiche Motive. Satz 1 op. 63, Satz 2 u. 3 op. 84 D 823;1 Klavier 4händig;Henle in 96 (Hrsg: Kahl), pet in 155
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schubert, Franz;Duo (Lebensstürme) a-moll op. posth. 144 D 947;1 Klavier 4händig;Henle in 98, pet in 155
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schubert, Franz;Pieces for Piano Duet I, II;1 Klavier 4händig;Editio Musica Budapest 13332, 13333 (Hrsg: Kováts)
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schubert, Franz;Trois Marches Héroiques (h-moll, C-Dur, D-Dur) op. 27 D 602;1 Klavier 4händig;Henle in 94, pet in 155
Klavier vierhändig;Romantik, Impressionismus;schwierig;Schumann, Robert;Bilder aus dem Osten. 6 Impromptus op. 66;1 Klavier 4händig;Schott ED 01 042, pet 2347
Klavier-Studien;Avantgarde;schwierig;Sammelband;Pro musica nova, Studien zum Spielen Neuer Musik;Klavier;
Klavier-Studien;Klassik;schwierig;Hummel, Johann Nepomuk;Ausgewählte Etüden;Klavier;
Klavier-Studien;Neue Musik;schwierig;Moscheles, Ignaz;Studien zur höheren Vollendung I, II op. 70;Klavier;
Zwei Klaviere;Avantgarde;schwierig;Krenek, Ernst;Basler Maßarbeit op. 173;2 Klaviere;Bärenreiter BA 3510
Zwei Klaviere;Barock;schwierig;Bach, Johann Sebastian;Doppelkonzert c-moll BWV 1060;2 Klaviere;Peters 2200b (Hrsg: Griepenkerl)
Zwei Klaviere;Neue Musik;schwierig;Auric, Georges;Doubles-Jeux I, II, III (1970/1971);2 Klaviere;Salabert MC 532, EAS 17008, EAS17009
Zwei Klaviere;Neue Musik;schwierig;Auric, Georges;Partita;2 Klaviere;Max Eschig 6944
Zwei Klaviere;Neue Musik;schwierig;Barber, Samuel;Souvenir. Six danses op. 28;2 Klaviere;Music Sales GS 336668
Zwei Klaviere;Neue Musik;schwierig;Bartók, Béla;"Sieben Stücke aus ""Mikrokosmos""";2 Klaviere;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0300005"
